Stanton,Sherpa,"17""",,
Stanton,Sherpa,"17""",,
Stanton,Sherpa,"18""",,
Stanton,Slackline,"16.5""",,
Stanton,Slackline,"18""",,
Stanton,Switch9er,"16.5""",,
Stanton,Switch9er,"18""",,
Stanton,Switch9er FS,"15""",,
Stanton,Switch9er FS,"16.5""",,
Stanton,Switch9er FS,"18""",,
Stanton,Switch9er FS,"19""",,
Stanton,Switchback,"16.5""",,
Stanton,Switchback FS,"16.5""",,
